review_text,Review_Angles
Get lost in Pokemon with guns,"Immersion, Genre Fusion"
This game is so gooood,Overall Enjoyment
ya,General Approval
It's palright,Overall Satisfaction
Game fun,Fun Perspective
I can only say it is fun!,Fun Factor
"Pokemon mixed with survival gameplay and breath of the wild aesthetic. This game is basically a meme, which can be entertaining to some, but bored me after about 2 hours.","Gameplay Concept, Entertainment Value, Engagement Duration"
we geeky,Geek Perspective
Awsome !,Consumer Satisfaction
Great game.,Overall Quality
Pokemon but America.... 10/10,"Entertainment Value, Conceptual Novelty"
"gud game
needs more fast travel points >:(
palmon falling down the world >:(
ai bad >:(
world too empty >:(
base radius too small >:(
caves all the same layout, needs more variation >:(
Y birds fly soo slow >:(
5/10 game would play again, maybe :)","Gameplay Mechanics, Technical Stability, World Design"
Yes,General Approval
is gud,Overall Quality
"It's like Ark but with pokemon and Valheim raids. Less bugs. Wish the person that did the s+ mod would make a building mod for this.

Absolutely love it and addicted.","Gameplay Comparison, Technical Stability, Modding Wishes"
"If you like Ark Survival Evolved, you will love this game. If you like Pokemon, you will love this game. If you like both, BUCKLE UP!","ARK Survival Evolved Similarity, Pokémon Similarity, Dual Fan Appeal"
Very frequent updates,"Update Frequency, Developer Support"
"better than pokemon
",Comparison to Pokémon
"Some puzzling design choices regarding certain aspects of the game, but I'm definitely getting the bang for my buck so I can't complain, it's quite fun.","Design Choices, Consumer Value, Fun Factor"
"Haven't played this game in awhile, but had a blast when I did. Now that Nintendo is suing them because they can't compete I'll be putting in even more hours. Highly recommend this game!","Gameplay Enjoyment, Developer Support"
"Can the priority of work be revised? At present, the priority of logging is the highest, and every time Paru is lifted and put into another work area, it often happens that the current no work is converted into free work. This really needs to be revised.","Work Priority System, Task Management Flow"
"to some extent the bosses seem a little pointless especially after you have beaten a few of them since they all give the same tech points which feels a lot more shallow than the bosses in ark and you can easily skip like half or more of the bosses, also having so many bosses almost shoots itself in the foot especially since they arent that hard... it sort of feels a little like doing the same thing over and over for like tons of bosses that have no real significance or special challenge/special abilities that you would ever even notice in the fight- the AI is pretty janky which makes a lot of bosses easier, the difficulty scaling feels pretty weird as that most enemies arent that hard to dodge and you can pod your pal at 1hp and it regens during the fight while you can still fight with the 4 others so you can essentially kill them while underleveled by a long way but actually catching them is quite hard unless you have the right tier of spheres

the game is pretty fun, the breeding is pretty addicting and trying to get all the best stats on strong pals feels rewarding but also would take forever on official settings, you basically need to set the eggs to hatch faster if you ever wanna have top stats on multiple lines... its frustrating that if you have a perfect breeding pair their children can still be born with like 1/4 good traits but otherwise fairly solid 

overall I would say palworld does a great job of combining the aspects of games like pokemon, ark, and genshin (to a lesser degree than the other two), the difficulty is overall medium to low depending what path you choose, theres many options for how you progress, but quite a few things feel a little bit shallow or meaningless, when there is so much content it still seems fun but a lot of pals are practically exactly the same as eachother in what they can do.  

so tldr its a fun game but many of the things in it feel insignificant","Gameplay Design, Difficulty Balance, Technical Stability"
"Yes, I can finally sleep with katress /(^u^)/, this game so good","Romantic Fulfillment, Overall Game Quality"
Outstanding!,Overall Quality
Animals holding guns should i say anymore?,"Visual Design, Thematic Concept"
FREAKING GREAT,Overall Satisfaction
actually such a good game worth the price!,"Overall Quality, Consumer Value"
"Pretty fun and interactive!
Better with friends!
Oh yeah funnnnn","Fun Factor, Interactivity, Social Experience"
Very cool! I love slavery,"Overall Enthusiasm, Slavery Theme"
"Fun game, really had to get used to the fact they took so much from 2 games that i love and support, both ARK and Pokemon but after giving it a try I actually love the new but familiar grind","Game Inspirations, Grind Mechanics"
"Fun, not hard to learn, So far a good time to be had!","Fun Factor, Ease of Learning"
fun,Entertainment Value
mint,"Product Condition, Quality Assessment"
"I'm enjoying this game a lot. It's for everyone who likes collecting creatures, building a base and shooting at enemies. Even in early access there's a lot to discover and stuff feels already solid.

The bugs are mostly around the Pals in ur base, so get stuck or don't do the tasks they're supposed to do, but just putting them back into the Pal-Box and then back to your base, fixes most of the bugs. Just make sure the square shown while building the Pal-Box is free space, cuz that's where your pals spawn if u get them into ur base.","Gameplay Loop, Technical Stability"
"I would never have thought this game would be for me, but Palworld is so much fun to play, especially with friends.  It reminds me so much of when I used to play Terraria with my kids.  And now they're doing a collaboration! - I can't wait.","Social Gameplay, Nostalgic Appeal, Collaboration Hype"
"Really fun survival game and very cute characters, and surprisingly doesn't run 12fps potato like pokemon games","Gameplay Fun, Character Design, Technical Stability"
It's an extremely enjoyable game and its very fun when playing as a group or solo as there is a lot to do despite being early access and i cant wait to see what's in the future for this game,"Gameplay Enjoyment, Solo/Group Versatility, Future Potential"
"This is shovelware. Just google ""Pokemon inflation"" and read about it yourself.","Consumer Value, Content Originality"
"Conan Exiles meets Pokemon and has a baby. 
The game has some bugs that they need to polish out, but other than that I love it","Genre Blend, Technical Stability, Overall Enjoyment"
Good game. Play lots...needs work.,"Gameplay Enjoyment, Overall Polish"
"When I first bought this game I had low expectations, but it ended up blowing me away. Its well worth the $30, in fact I got 2 more copies for my kids. Game is a lot of fun.

There are some bugs, but that's to be expected with early access. I personally haven't had any major ones like crashing or network errors. The biggest issue I have ran into so far is sometimes the Pals will float in the air and not work. Its fixed by simply putting them into the box and then taking them out again. I look forward to seeing the game evolve with updates.","Consumer Value, Technical Stability"
Game addiction core,Addiction Perspective
"its not nearly as edgy as the trailers suggest and its better off for it, its ark but actually optimized and with a tutorial. its a blender of games that don't fit together in concept but work perfectly in-game, for early access and compared to other more expensive games its shockingly stable though the multiplayer could use some work as well as pal ai, but seeing as that's being addressed minimal complaints with fun very easy to understand and replay gameplay.","Technical Stability, Gameplay Integration, Consumer Value"
niame can play  24 hrs a day,"Player Engagement, Addictiveness"
"Game is possibly the most fun i have had in many years, overall addicting. I cannot recommend it more to anyone from playing solo to playing with friends, it seems there just is no reason to play.","Fun and Addictiveness, Solo/Multiplayer Versatility"
Pokemon Survival. Fun and addicting.,"Fun Factor, Addictiveness"
I can give the monkey a gun. 10/10. Will play again.,"Absurd Gameplay, Replayability"
very fun,Fun Factor
"One time I was playing with my friends and I saw lavender I just blew the fattest nut that covered my whole computer with white sauce, so I took my monitor to the repair store and the guy laughed at me he said I was a loser. DM me I have a neck beard and I am a Reddit moderator.","Narrative, Humor, Self-Deprecation"
I can't quit playing this game. Pals have me held hostage. Help.,"Addictive Gameplay, Engagement"
d,Overall Rating
"slavery

","Ethical Concerns, Narrative Themes"
very fun to abuse the pals,"Gameplay Enjoyment, Mechanic Exploitation"
Bellanoir Libero my beloved,"Emotional Attachment, Fan Affection"
I recommend to wait for it to have more content.,Content Quantity
"Never got into survival games or Pokemon. BUT this game is FUN,FUN,FUN.  Sure it's early access, sure there are bugs (but what game doesn't have bugs)  Sure there are the rare NOT RECOMMEND. But I LOVE it and seems like a TON of people feel the same.  Buy it , You will not regret it.  It is worth the hours of FUN game play. Even if people think it's a flash in the Pan . well It's the most fun FLASH I have ever played. This is the best 26 Bucks I have ever spent on steam. Well Worth it.","Fun Gameplay, Value for Money, Early Access Tolerance"
it's an awesome game specially for still being in early access,"Overall Quality, Early Access Value"
Overall fun experience if played with friends. It brings that wacky good time vibes that was thought to have gone extinct back in 2016.,"Social Experience, Fun Vibes, Nostalgic Appeal"
so this is what it was like,"Nostalgia, Authenticity"
go game go,"Enthusiastic Support, Fan Motivation"
"It might be generated by AI
It might never leave Early Access
It might be shut down by Nintendo and the fun police tomorrow
It might just be a simple ARK clone with dodgy designs

I still had a hell of a fun time with it. It certainly sold the Pokemon fantasy for me more than any Pokemon game in the past 10 years","Development Stability, Design Originality, Fantasy Fulfillment"
just EPIC ...,Epic Scale
Is a very good game,Overall Quality
Better than anything Game Freak has put out in the last 20 years.,Historical Comparison
"
At first I was skeptical. Not a huge fan of Ark-type games. While the aesthetic here is obviously Poke'mon, the gameplay itself feels much more survival / Ark style to me, minus the obvious addition of catching Pals. That aspect itself completely changes the feel. Being able to deploy Pals for labor in your base makes the advancement grind far less tedious, and actually enjoyable. The interplay between these two aspects is very well balanced. You want to explore to find new Pals. You want new Pals to help build your base. You want to build your base to improve your exploration experience / gear. It's honestly a pretty addicting cycle. Still a lot of bugs in Early Access of course, but overall runs pretty smooth for me. Playing with a friend in Coop mode makes for an even better experience.","Gameplay Loop, Technical Stability, Cooperative Play"
